dd_synsets,times_synsets,scores
"['day', 'president', 'address', 'state', 'channels', 'language', 'language', 'broadcast', 'channels', 'day', 'regional', 'channels', 'regional', 'language', 'broadcast', 'broadcast', 'network', 'language', 'regional', 'language', 'regional', 'regional', 'broadcast', 'broadcast', 'broadcast', 'channels', 'language', 'language', 'regional', 'language', 'day', 'regional', 'regional', 'language', 'regional', 'broadcast', 'channels', 'broadcast', 'day', 'language', 'regional', 'language', 'regional', 'english', 'language', 'language', 'language', 'language', 'language', 'channels', 'follow', 'regional', 'regional', 'broadcast', 'broadcast', 'broadcast', 'day', 'regional', 'regional', 'language', 'broadcast', 'language', 'regional', 'channels', 'channels', 'follow']","['day', 'president', 'address', 'state', 'vote', 'independence', 'right', 'approaching', 'vote', 'standard', 'oppress', 'teaching', 'compass', 'colonial', 'elsewhere', 'broadcast', 'society', 'joy', 'inspire', 'urge', 'remember', 'carry_through', 'particular', 'general', 'moral', 'election', 'equality', 'opportunity', 'appeal', 'enterprise', 'year', 'remember', 'bear', 'africa', 'state', 'alone', 'measure', 'hindu', 'century', 'policy', 'exert', 'voter', 'stay', 'english', 'opportunity', 'father', 'rule', 'freedom', 'mark', 'use', 'come', 'share', 'flush', 'full', 'still', 'important', 'october', 'lead', 'get', 'universe', 'public', 'polls', 'address', 'election', 'chirrup', 'come']","[1.0, 1.0, 1.0, 1.0, 0.14, 0.14, 0.1, 0.45, 0.14, 0.2, 0.33, 0.11, 0.2, 0.1, 0.9, 1.0, 0.2, 0.12, 0.17, 0.17, 0.33, 0.17, 0.73, 0.71, 0.98, 0.14, 0.14, 0.12, 0.08, 0.14, 0.17, 0.33, 0.25, 0.1, 0.25, 0.01, 0.1, 0.9, 0.17, 0.1, 0.25, 0.1, 0.25, 1.0, 0.12, 0.08, 0.11, 0.17, 0.09, 0.17, 0.33, 0.14, 0.2, 0.82, 0.56, 0.45, 0.12, 0.33, 0.33, 0.11, 0.12, 0.1, 0.17, 0.14, 0.12, 0.33]"
"['physics', 'consumer', 'entity', 'army_intelligence', 'event', 'event', 'event', 'function', 'entity', 'event', 'army_intelligence', 'physics', 'consumer', 'army_intelligence', 'concern', 'public', 'assets', 'army_intelligence', 'entity', 'function', 'india', 'event', 'annual', 'technology', 'rule', 'entity', 'rule', 'india', 'physics', 'army_intelligence', 'physics', 'entity', 'entity', 'annual', 'invention', 'army_intelligence', 'event', 'project', 'consumer', 'administration', 'challenge', 'entity', 'consumer', 'event']","['medicine', 'foreigner', 'literature', 'social', 'award', 'agribusiness', 'sport', 'work', 'maharashtra', 'education', 'low-cost', 'science', 'tamil', 'animal', 'personal_business', 'public', 'social_welfare', 'posthumous', 'gujarat', 'service', 'bihar', 'trade', 'distinguish', 'technology', 'devi', 'list', 'spiritualism', 'delhi', 'ophthalmology', 'civil', 'surgery', 'bengal', 'punjab', 'count', 'art', 'west', 'award', 'confer', 'mohammed', 'industry', 'environment', 'kashmir', 'khan', 'case']","[0.2, 0.2, 0.17, 0.56, 0.17, 0.17, 0.2, 0.33, 0.14, 0.25, 0.18, 0.33, 0.12, 0.91, 0.5, 1.0, 0.14, 0.84, 0.14, 0.25, 0.17, 0.2, 0.2, 1.0, 0.11, 0.14, 0.12, 0.14, 0.17, 0.41, 0.2, 0.14, 0.14, 0.25, 0.33, 0.44, 0.17, 0.17, 0.17, 0.14, 0.33, 0.14, 0.2, 0.33]"
"['stay', 'class', 'stay', 'winner', 'premier', 'interact', 'person', 'shakti', 'shakti', 'class', 'premier', 'winner', 'premier', 'moment', 'person', 'class', 'premier', 'class', 'shakti', 'nature', 'shakti', 'shakti', 'class', 'shakti', 'person', 'shakti', 'shakti', 'committee', 'shakti', 'entire', 'moment', 'shakti', 'interact', 'class', 'inspiration', 'shakti', 'shakti', 'nature', 'class']","['lottery', 'prize', 'lottery', 'winner', 'award', 'announce', 'consequence', 'deserving', 'early', 'list', 'regulate', 'winner', 'disburse', 'morning', 'state', 'ticket', 'uncover', 'sum', 'victorious', 'monetary_value', 'daily', 'representational', 'footing', 'about', 'campaigner', 'full', 'different', 'department', 'third', 'entire', 'money', 'second', 'take', 'file', 'image', 'official', 'first', 'today', 'people']","[0.17, 0.1, 0.17, 1.0, 0.12, 0.25, 0.17, 0.4, 0.69, 0.11, 0.2, 1.0, 0.17, 0.17, 0.11, 0.1, 0.25, 0.12, 0.09, 0.2, 0.92, 0.13, 0.14, 0.47, 0.25, 0.63, 0.22, 0.25, 0.37, 1.0, 0.14, 0.26, 0.33, 0.11, 0.2, 0.02, 0.63, 0.17, 0.25]"
"['ballot', 'document', 'era', 'construct', 'committee', 'use', 'expert', 'coerce', 'intimidated', 'election', 'election', 'use', 'document', 'travel', 'paper', 'engagement', 'committee', 'back', 'document', 'use', 'ballot', 'document', 'open', 'commissioner', 'use', 'ballot', 'ballot', 'menace', 'travel', 'use', 'ballot', 'use', 'today', 'education', 'ballot', 'suggestion', 'engagement', 'talk', 'vote', 'travel', 'ballot', 'chief', 'ballot', 'machine', 'ballot', 'document', 'use', 'suggestion', 'ballot', 'make', 'ballot', 'state', 'electronic', 'use', 'return', 'audit', 'document', 'system', 'use', 'use', 'suggestion', 'use', 'vote', 'use', 'paper', 'engagement', 'continue', 'use', 'success', 'today', 'document', 'document', 'ballot', 'today']","['ballot', 'document', 'era', 'strong-arm', 'party', 'use', 'stakeholder', 'coerce', 'intimidated', 'election', 'election', 'give', 'criticism', 'travel', 'paper', 'event', 'european_union', 'back', 'tax_return', 'demand', 'political', 'demand', 'open', 'commissioner', 'chop', 'categorical', 'clear', 'bit', 'approach', 'include', 'rampantly', 'test', 'matter', 'use', 'flat', 'awareness', 'boycott', 'repeat', 'resistance', 'fall', 'adept', 'chief', 'general', 'machine', 'however', 'guess', 'decide', 'possibility', 'essential', 'make', 'bigger', 'state', 'electronic', 'get', 'return', 'poll', 'announcement', 'panel', 'demand', 'conduct', 'respect', 'turn', 'vote', 'name', 'remainder', 'hands', 'try', 'keep', 'start', 'articulation', 'allegation', 'claim', 'old', 'interest']","[1.0, 1.0, 1.0, 0.14, 0.2, 1.0, 0.25, 1.0, 1.0, 1.0, 1.0, 0.33, 0.14, 1.0, 1.0, 0.33, 0.14, 1.0, 0.33, 0.12, 0.34, 0.14, 1.0, 1.0, 0.17, 0.0, 0.9, 0.12, 0.33, 0.33, 0.26, 0.2, 0.08, 0.33, 0.32, 0.12, 0.2, 0.2, 0.25, 0.5, 0.42, 1.0, 0.55, 1.0, 0.04, 0.14, 0.2, 0.17, 0.65, 1.0, 0.29, 1.0, 1.0, 0.33, 1.0, 0.25, 0.14, 0.2, 0.12, 0.2, 0.12, 0.25, 1.0, 0.2, 0.2, 0.17, 0.33, 0.33, 0.25, 0.14, 0.1, 0.11, 0.9, 0.1]"
"['satellite', 'night', 'satellite', 'satellite', 'night', 'mission', 'universe', 'satellite', 'student', 'light', 'night', 'satellite', 'student', 'satellite', 'satellite', 'student', 'satellite', 'satellite', 'satellite', 'night', 'satellite', 'universe', 'night', 'satellite', 'mission', 'satellite', 'satellite', 'student', 'night', 'satellite', 'satellite', 'satellite', 'satellite', 'night', 'satellite', 'kilogram', 'night', 'satellite', 'universe', 'mission', 'satellite', 'satellite', 'student', 'satellite', 'successfully', 'satellite', 'mission', 'satellite', 'night', 'satellite', 'night', 'satellite', 'night', 'satellite', 'satellite', 'night', 'satellite', 'satellite', 'night', 'night', 'satellite', 'night', 'satellite', 'satellite', 'night', 'satellite']","['launch', 'space', 'successful', 'satellite', 'sivan', 'mission', 'orbit', 'built', 'student', 'light', 'discrepancy', 'satellite', 'student', 'laud', 'hearty', 'scientist', 'rocket', 'ordinary', 'put', 'praise', 'compliment', 'universe', 'phase', 'fourth', 'administration', 'orbital', 'experimental', 'aluminum', 'autopsy', 'yet', 'weigh', 'inject', 'phenomenal', 'experiment', 'first', 'kilogram', 'weight', 'tank', 'section', 'lashkar-e-taiba', 'fly', 'last', 'child', 'raise', 'successfully', 'analyze', 'flight', 'develop', 'laminitis', 'spend', 'mass', 'state', 'research', 'platform', 'reduce', 'communication', 'new', 'vehicle', 'addition', 'opportunity', 'transport', 'cost', 'system', 'military', 'use', 'much']","[0.1, 0.14, 0.37, 1.0, 0.2, 1.0, 0.12, 0.93, 1.0, 1.0, 0.08, 1.0, 1.0, 0.14, 0.28, 0.25, 0.2, 0.23, 0.25, 0.11, 0.14, 1.0, 0.33, 0.97, 0.17, 0.03, 1.0, 0.1, 0.08, 0.71, 0.2, 0.2, 0.3, 0.07, 0.76, 1.0, 0.11, 0.14, 0.17, 0.12, 0.25, 0.38, 0.2, 0.25, 1.0, 0.33, 0.12, 0.25, 0.08, 0.33, 0.25, 0.25, 0.08, 0.14, 0.2, 0.11, 0.69, 0.2, 0.17, 0.1, 0.25, 0.1, 0.25, 0.73, 0.1, 0.19]"
"['director', 'justice', 'matter', 'hear', 'arbitral', 'decision', 'recuse', 'justice', 'recuse', 'assignment', 'supplication', 'advocate', 'decision', 'justice', 'arbitral', 'secretariat', 'centre', 'justice', 'consent', 'part', 'interim', 'arbitral', 'advocate', 'assignment', 'list', 'case', 'remove', 'arbitral', 'state', 'part', 'advocate', 'panel', 'challenge', 'arbitral', 'controversy', 'head', 'bench', 'arbitral', 'court', 'director', 'justice', 'part', 'government', 'arbitral', 'vote', 'recuse', 'arbitral', 'case', 'part', 'arbitral', 'arbitral', 'part', 'advocate', 'arbitral', 'part', 'vote', 'arbitral', 'justice', 'petitioner', 'advocate', 'centre', 'justice', 'consent', 'part']","['director', 'justice', 'matter', 'hear', 'shortlist', 'appointment', 'recuse', 'interim', 'recuse', 'procedure', 'supplication', 'transparency', 'choice', 'rational', 'seek', 'committee', 'direction', 'publicly', 'request', 'act', 'standard', 'appoint', 'campaigner', 'procedure', 'list', 'case', 'remove', 'guarantee', 'state', 'problem', 'commissariat', 'panel', 'challenge', 'continue', 'order', 'head', 'bench', 'make', 'court', 'head', 'undue', 'consonance', 'government', 'shortlist', 'choose', 'recuse', 'unwrap', 'dispute', 'composition', 'amend', 'make', 'impression', 'mechanism', 'unwrap', 'deliberation', 'choose', 'act', 'valid', 'petitioner', 'lawyer', 'centre', 'arbitrary', 'recommendation', 'part']","[1.0, 1.0, 1.0, 1.0, 0.17, 0.5, 1.0, 0.5, 1.0, 0.2, 1.0, 0.11, 0.5, 0.49, 0.25, 0.33, 0.12, 0.05, 0.2, 0.11, 0.2, 0.14, 0.2, 0.2, 1.0, 1.0, 1.0, 0.33, 1.0, 0.12, 0.12, 1.0, 1.0, 0.25, 0.17, 1.0, 1.0, 0.33, 1.0, 0.33, 0.7, 0.1, 1.0, 0.17, 0.5, 1.0, 0.12, 0.17, 0.2, 0.11, 0.33, 0.12, 0.12, 0.12, 0.12, 0.5, 0.33, 0.42, 1.0, 0.2, 1.0, 0.74, 0.14, 1.0]"
"['choice', 'recognition', 'child', 'institution', 'committee', 'choice', 'name_calling', 'scholastic', 'narrative', 'child', 'explain', 'narrative', 'scholastic', 'invention', 'scholastic', 'meet', 'child', 'committee', 'application', 'scholastic', 'child', 'child', 'narrative', 'interact', 'child', 'inspiration', 'narrative', 'scholastic', 'scholastic', 'scholastic', 'child', 'scholastic', 'scholastic', 'interact', 'invention', 'child', 'accomplishment', 'scholastic', 'narrative', 'inspiration', 'scholastic', 'scholastic', 'moment', 'scholastic', 'person', 'interact', 'person', 'share', 'nature', 'application', 'child', 'narrative', 'scholastic', 'child', 'premier', 'person', 'year', 'person', 'nature', 'scholastic', 'nature', 'choice', 'child', 'person', 'child', 'accomplishment', 'child', 'invention', 'person', 'explain', 'child']","['choice', 'reinstatement', 'inconclusive', 'meeting', 'committee', 'appointment', 'name_calling', 'officer', 'dossier', 'chief', 'quote', 'details', 'power', 'panel', 'revoke', 'meet', 'possibly', 'committee', 'career', 'follow', 'eligible', 'choice', 'recommendation', 'convene', 'vacant', 'decision', 'mention', 'slate', 'stay', 'mention', 'therefore', 'vacate', 'fell', 'talk', 'panel', 'necessary', 'discussion', 'mention', 'allegation', 'experience', 'leave', 'head', 'footing', 'attend', 'residence', 'address', 'director', 'share', 'corruptness', 'services', 'far', 'negotiation', 'send', 'long', 'premier', 'reporter', 'week', 'post', 'justice', 'lead', 'number', 'decision', 'supreme', 'member', 'new', 'resistance', 'subsequently', 'medium', 'official', 'report', 'high']","[1.0, 0.17, 0.3, 0.2, 1.0, 0.33, 1.0, 0.17, 0.12, 0.87, 0.2, 0.25, 0.17, 0.2, 0.2, 1.0, 0.26, 1.0, 0.2, 0.25, 0.96, 0.95, 0.2, 0.33, 0.21, 0.14, 0.2, 0.17, 0.25, 0.17, 0.55, 0.17, 0.17, 0.33, 0.2, 0.2, 0.2, 0.17, 0.14, 0.2, 0.33, 0.2, 0.14, 0.25, 0.11, 0.33, 0.2, 1.0, 0.17, 0.17, 0.98, 0.14, 0.25, 0.49, 1.0, 0.33, 0.33, 0.12, 0.2, 0.33, 0.14, 0.5, 0.93, 0.25, 0.02, 0.33, 0.32, 0.2, 0.25, 0.33, 0.79]"
"['phase', 'phase', 'economically', 'post', 'phase', 'recruitment', 'employee', 'economically', 'section', 'economically', 'phase', 'employee', 'retirement', 'employee', 'recruitment', 'economically', 'post', 'economically', 'propose', 'recruitment', 'employee', 'phase', 'recruitment', 'state', 'recruitment', 'force', 'fill', 'economically', 'recruitment', 'force', 'economically', 'recruitment', 'economically', 'phase', 'economically', 'employee', 'economically', 'section', 'economically', 'fill', 'recruitment', 'economically', 'recruitment', 'recruitment', 'section', 'section', 'propose', 'phase', 'economically', 'recruitment', 'state', 'vacancy', 'economically', 'recruitment', 'economically', 'measure', 'employee', 'phase']","['loan', 'roentgen', 'waive', 'farm', 'loan', 'release', 'beneficiary', 'owe', 'joke', 'include', 'sum', 'agar', 'debt', 'farmer', 'eligible', 'dub', 'state', 'claim', 'promise', 'alternatively', 'ani', 'expense', 'never', 'state', 'meager', 'government', 'burden', 'avail', 'incident', 'congress', 'waive', 'cheapjack', 'allege', 'treasury', 'check', 'scanner', 'expect', 'manifesto', 'farm', 'fill', 'episode', 'deliver', 'election', 'however', 'news', 'buzzword', 'promise', 'form', 'vote', 'execution', 'state', 'problem', 'aim', 'half', 'increase', 'decision', 'backdrop', 'sum']","[0.1, 0.11, 0.33, 0.17, 0.1, 0.12, 0.17, 0.33, 0.14, 0.33, 0.11, 0.1, 0.17, 0.2, 0.67, 0.17, 0.12, 0.25, 0.33, 0.77, 0.09, 0.09, 0.08, 1.0, 0.71, 0.25, 0.25, 0.25, 0.14, 0.14, 0.33, 0.83, 0.2, 0.1, 0.25, 0.11, 0.2, 0.12, 0.25, 1.0, 0.14, 0.14, 0.14, 0.76, 0.14, 0.14, 0.33, 0.1, 0.2, 0.12, 1.0, 0.2, 0.17, 0.01, 0.2, 0.25, 0.08, 0.11]"
"['today', 'partially', 'today', 'links', 'partially', 'partially', 'boom', 'soap', 'today', 'partially', 'boom', 'partially', 'partially', 'partially', 'soap', 'soap', 'boom', 'today', 'today', 'links', 'links', 'partially', 'today', 'links', 'partially', 'links', 'partially', 'today', 'partially', 'links', 'partially', 'soap', 'maharashtra', 'today', 'soap', 'partially', 'boom', 'boom', 'isis', 'possibility', 'possibility', 'soap', 'isis', 'isis', 'keep', 'links', 'maharashtra', 'boom', 'partially', 'isis', 'partially', 'isis', 'soap', 'partially', 'soap', 'today', 'boom', 'partially', 'boom', 'partially', 'boom', 'today', 'partially', 'today', 'isis', 'today', 'possibility', 'links', 'partially', 'possibility', 'boom', 'today']","['astatine', 'collar', 'drink', 'links', 'mass', 'blend', 'drive', 'poison', 'squad', 'suspect', 'killing', 'plan', 'plan', 'seize', 'student', 'food', 'channels', 'network', 'class', 'pod', 'videodisk', 'qualify', 'code', 'bottle', 'label', 'wireless_local_area_network', 'test', 'act', 'prosecute', 'laptop', 'track', 'thane', 'chemical', 'people', 'engineer', 'harmonize', 'technology', 'card_game', 'improper', 'memory', 'probe', 'person', 'muslim', 'relevant', 'keep', 'telephone', 'cell', 'foray', 'connect', 'penal', 'ban', 'hard', 'commissariat', 'see', 'supplier', 'battalion', 'entertainment', 'transport', 'chink', 'receive', 'prevention', 'bollywood', 'find', 'conspiracy', 'english', 'offer', 'value', 'television', 'form', 'experience', 'attack', 'name_calling']","[0.12, 0.2, 0.1, 1.0, 0.14, 0.2, 0.12, 0.12, 0.08, 0.14, 0.12, 0.25, 0.25, 0.25, 0.1, 0.12, 0.11, 0.12, 0.12, 0.09, 0.1, 0.12, 0.12, 0.11, 0.25, 0.09, 0.2, 0.09, 0.25, 0.08, 0.25, 0.08, 0.1, 0.14, 0.11, 0.2, 0.1, 0.11, 0.31, 0.17, 0.09, 0.12, 0.61, 0.37, 1.0, 0.11, 0.14, 0.09, 0.33, 0.28, 0.07, 0.07, 0.11, 0.17, 0.09, 0.11, 0.11, 0.25, 0.25, 0.25, 0.12, 0.08, 0.33, 0.1, 0.88, 0.12, 0.11, 0.1, 0.25, 0.17, 0.11, 0.09]"
"['congress', 'eastern', 'move', 'kilohertz', 'party', 'charge', 'general', 'congress', 'election', 'general', 'gandhi', 'party', 'leader', 'party', 'party', 'congress', 'charge', 'leader', 'leader', 'congress', 'state', 'leader', 'general', 'secretary', 'party', 'congress', 'gen', 'congress', 'party', 'congress', 'party', 'party', 'state', 'election', 'gen', 'gen', 'general', 'gen', 'general', 'congress', 'kilohertz', 'party', 'congress', 'congress', 'move', 'party', 'gen', 'congress', 'general', 'leader', 'general', 'leader', 'party', 'charge', 'election', 'congress', 'party', 'elevation', 'name', 'congress', 'party', 'election', 'secretary']","['congress', 'eastern', 'decision', 'politics', 'party', 'aid', 'see', 'finally', 'channels', 'general', 'gandhi', 'frailty', 'face', 'times', 'network', 'much', 'dip', 'lens', 'strategist', 'best', 'state', 'see', 'ridicule', 'secretary', 'timing', 'dynastic', 'entry', 'improbable', 'stature', 'exact', 'span', 'addition', 'comment', 'appraisal', 'praise', 'conversation', 'induct', 'news', 'choose', 'anticipated', 'return', 'wish', 'real', 'active', 'appointment', 'old_age', 'argument', 'uniquely', 'talk', 'consequence', 'see', 'supplier', 'battalion', 'entertainment', 'mind', 'short', 'dekaliter', 'chink', 'name', 'electoral', 'bollywood', 'broadcast_medium', 'president']","[1.0, 1.0, 0.5, 0.17, 1.0, 0.2, 0.25, 0.4, 0.14, 1.0, 1.0, 0.1, 0.11, 0.11, 0.17, 0.13, 0.11, 0.1, 0.25, 0.02, 1.0, 0.09, 0.14, 1.0, 0.1, 0.87, 0.11, 0.82, 0.08, 0.66, 0.1, 0.12, 0.33, 0.1, 0.2, 0.14, 0.25, 0.33, 0.25, 0.96, 0.09, 0.1, 0.28, 0.95, 0.33, 0.1, 0.12, 0.17, 0.17, 0.14, 0.17, 0.2, 0.11, 0.17, 0.14, 0.19, 0.09, 0.14, 1.0, 0.8, 0.14, 0.12, 0.17]"
"['prima_donna', 'subject', 'ways', 'building', 'curate', 'person', 'old_age', 'cultural', 'external', 'ways', 'education', 'personal_business', 'people', 'education', 'cultural', 'person', 'person', 'people', 'convention', 'cultural', 'cultural', 'government', 'cultural', 'convention', 'person', 'cultural', 'building', 'form', 'education', 'person', 'indian', 'person', 'ways', 'repeat', 'cultural', 'subject', 'education', 'ways', 'education', 'people', 'cultural', 'diaspora', 'convention', 'day', 'take', 'cultural', 'registration', 'cultural', 'convention', 'cultural', 'convention', 'beginning', 'state', 'ways', 'religious']","['prima_donna', 'pass', 'universe', 'embassy', 'curate', 'visionary', 'january', 'connect', 'external', 'platform', 'autopsy', 'personal_business', 'scheme', 'channels', 'inaugurate', 'ani', 'berra', 'network', 'late', 'ease', 'centralize', 'government', 'work', 'mauritanian', 'luck', 'enlist', 'consulate', 'gestate', 'event', 'surrogate', 'indian', 'cur', 'sun', 'publish', 'transform', 'subject', 'blessing', 'medium', 'procurement', 'occasions', 'pay', 'diaspora', 'solar', 'roentgen', 'take', 'inaugurate', 'accomplishment', 'transfer', 'directly', 'plan', 'abroad', 'africa', 'state', 'facility', 'religious']","[1.0, 0.2, 0.17, 0.25, 1.0, 0.33, 0.17, 0.33, 1.0, 0.17, 0.17, 1.0, 0.1, 0.17, 0.2, 0.11, 0.2, 0.25, 0.1, 0.25, 0.25, 1.0, 0.33, 0.77, 0.17, 0.2, 0.25, 0.25, 0.25, 0.25, 1.0, 0.17, 0.12, 0.25, 0.25, 1.0, 0.2, 0.2, 0.17, 0.1, 0.2, 1.0, 0.89, 0.12, 1.0, 0.2, 0.2, 0.2, 0.15, 0.25, 0.82, 0.12, 1.0, 0.25, 1.0]"
"['museum', 'showcase', 'museum', 'war', 'independence', 'garrison', 'lover', 'replica', 'red', 'art', 'war', 'museum', 'war', 'work', 'besides', 'freedom', 'indian', 'universe', 'war', 'work', 'foundation', 'work', 'foundation', 'soldier', 'work', 'work', 'art', 'hagiographa', 'foundation', 'october', 'work', 'war', 'heroism', 'museum', 'freedom', 'hagiographa', 'century', 'art', 'tribute', 'struggle', 'universe', 'work', 'tribute', 'universe', 'freedom', 'heroism', 'museum', 'heroism', 'freedom', 'foundation', 'work', 'work', 'historical', 'foundation', 'museum', 'art', 'universe', 'lover', 'lover', 'art']","['museum', 'showcase', 'museum', 'war', 'independence', 'garrison', 'visitor', 'replica', 'red', 'painting', 'slaughter', 'furthermore', 'forfeit', 'put', 'besides', 'history', 'indian', 'india', 'channels', 'construct', 'experience', 'inaugurate', 'network', 'soldier', 'shuffle', 'enchant', 'cartridge_holder', 'clipping', 'badge', 'april', 'associate', 'multimedia', 'heroism', 'documentary', 'animation', 'poem', 'lent', 'sword', 'decoration', 'golf', 'venue', 'uniform', 'display', 'universe', 'present', 'heroism', 'narrative', 'courage', 'predicament', 'item', 'intensify', 'expose', 'historical', 'gift', 'iconic', 'art', 'topographic_point', 'ancient', 'actor', 'newspaper']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.25, 1.0, 1.0, 0.33, 0.08, 0.89, 0.2, 0.25, 1.0, 0.17, 1.0, 0.09, 0.14, 0.25, 0.12, 0.2, 0.17, 1.0, 0.2, 0.2, 0.11, 0.14, 0.09, 0.33, 0.25, 0.14, 1.0, 0.73, 0.25, 0.2, 0.25, 0.12, 0.12, 0.14, 0.11, 0.17, 0.14, 1.0, 0.2, 1.0, 0.34, 0.5, 0.2, 0.25, 0.17, 0.25, 1.0, 0.17, 0.9, 1.0, 0.14, 0.2, 0.2, 0.12]"
"['museum', 'showcase', 'museum', 'war', 'independence', 'museum', 'leader', 'museum', 'red', 'museum', 'slaughter', 'museum', 'forfeit', 'put', 'besides', 'independence', 'indian', 'rock', 'forfeit', 'red', 'forfeit', 'inaugurate', 'foundation', 'soldier', 'red', 'red', 'sword', 'narrative', 'badge', 'october', 'associate', 'forfeit', 'heroism', 'museum', 'independence', 'narrative', 'time_period', 'sword', 'decoration', 'forfeit', 'rock', 'supply', 'narrative', 'universe', 'independence', 'heroism', 'museum', 'heroism', 'independence', 'foundation', 'red', 'red', 'historical', 'foundation', 'museum', 'museum', 'rock', 'leader', 'leader', 'museum']","['museum', 'showcase', 'museum', 'war', 'independence', 'garrison', 'visitor', 'replica', 'red', 'painting', 'slaughter', 'furthermore', 'forfeit', 'put', 'besides', 'history', 'indian', 'india', 'channels', 'construct', 'experience', 'inaugurate', 'network', 'soldier', 'shuffle', 'enchant', 'cartridge_holder', 'clipping', 'badge', 'april', 'associate', 'multimedia', 'heroism', 'documentary', 'animation', 'poem', 'lent', 'sword', 'decoration', 'golf', 'venue', 'uniform', 'display', 'universe', 'present', 'heroism', 'narrative', 'courage', 'predicament', 'item', 'intensify', 'expose', 'historical', 'gift', 'iconic', 'art', 'topographic_point', 'ancient', 'actor', 'newspaper']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.17, 0.25, 0.12, 1.0, 0.12, 1.0, 0.88, 1.0, 1.0, 1.0, 0.14, 1.0, 0.09, 0.2, 0.25, 0.12, 1.0, 0.17, 1.0, 0.2, 0.2, 0.12, 0.11, 1.0, 0.33, 1.0, 0.2, 1.0, 0.67, 0.2, 0.14, 0.33, 1.0, 1.0, 0.14, 0.11, 0.5, 0.17, 1.0, 0.17, 1.0, 0.67, 0.5, 0.17, 0.25, 0.17, 0.25, 1.0, 0.17, 0.34, 0.17, 0.14, 0.2, 0.2, 0.11]"
"['shah', 'event', 'west', 'government', 'head', 'make', 'meeting', 'event', 'west', 'meeting', 'hindrance', 'permission', 'event', 'west', 'hindrance', 'event', 'state', 'west', 'hindrance', 'event', 'state', 'state', 'event', 'west', 'event', 'head', 'event', 'address', 'make', 'event', 'event', 'event', 'shah', 'event', 'hindrance', 'meeting', 'event', 'event', 'head', 'west', 'hindrance', 'head', 'head', 'hindrance', 'event', 'event', 'event', 'west']","['shah', 'citizenship', 'smuggle', 'government', 'refugee', 'overawe', 'leadership', 'bill', 'stop', 'rally', 'ministerial', 'permission', 'phase', 'west', 'bengali', 'durga', 'state', 'add', 'able', 'infiltration', 'note', 'pakistan', 'channels', 'get_down', 'network', 'campaigner', 'political_campaign', 'jeer', 'assemble', 'corruptness', 'overthrow', 'lecherousness', 'infiltrator', 'blooming', 'strong', 'syndicate', 'contrast', 'clasp', 'aspirant', 'rock', 'loose', 'teach', 'lotus', 'ill-famed', 'worship', 'support', 'queue', 'deprive']","[1.0, 0.12, 0.2, 1.0, 0.14, 0.17, 0.2, 0.11, 0.33, 0.33, 0.57, 1.0, 0.14, 1.0, 0.85, 0.11, 1.0, 0.17, 0.16, 0.14, 0.5, 0.2, 0.2, 0.33, 0.17, 0.25, 0.2, 0.14, 0.5, 0.11, 0.14, 0.11, 0.12, 0.12, 0.95, 0.2, 0.17, 0.17, 0.2, 0.2, 0.76, 0.09, 0.11, 0.17, 0.25, 0.25, 0.12, 0.25]"
"['rain', 'rain', 'record', 'quality', 'quality', 'heavy', 'time', 'parts', 'underpass', 'rain', 'time', 'road', 'temperature', 'report', 'pollution', 'time', 'rain', 'hours', 'air', 'heavy', 'normal', 'road', 'train', 'heavy', 'quality', 'heavy', 'pollution', 'time', 'quality', 'quality', 'pollution', 'parts', 'traffic', 'pollution', 'air', 'pollution', 'heavy', 'time', 'train', 'pollution', 'capital', 'quality', 'area', 'pollution', 'quality', 'area', 'road', 'area', 'notch', 'time']","['snow', 'rain', 'record', 'degree', 'celsius', 'heavy', 'avalanche', 'kashmir', 'tunnel', 'thunderstorm', 'subtraction', 'ani', 'temperature', 'express', 'western', 'perturbation', 'rain', 'hours', 'mercury', 'result', 'normal', 'movie', 'train', 'rain', 'run', 'cause', 'reported', 'channels', 'experience', 'official', 'fresh', 'north', 'network', 'late', 'jam', 'gradual', 'match', 'blockade', 'watch', 'likely', 'capital', 'weatherman', 'junction', 'humidity', 'video', 'area', 'blanket', 'region', 'notch', 'circulation']","[0.33, 1.0, 1.0, 0.25, 0.09, 1.0, 0.12, 0.25, 0.5, 0.17, 0.09, 0.08, 1.0, 0.17, 0.04, 0.14, 1.0, 1.0, 0.12, 0.2, 1.0, 0.17, 1.0, 0.25, 0.08, 0.25, 0.19, 0.12, 0.12, 0.1, 0.63, 0.25, 0.2, 0.15, 0.08, 0.26, 0.2, 0.14, 0.11, 0.34, 1.0, 0.09, 0.17, 0.2, 0.17, 1.0, 0.14, 0.25, 1.0, 0.11]"
